time,station,cglo,cglo_flag,chim,chim_flag,dd,dd_flag,ddx,ddx_flag,ff,ffam,ffam_flag,ff_flag,ffx,ffx_flag,p,p_flag,pred,pred_flag,rf,rf_flag,rr,rr_flag,rrm,rrm_flag,sh,sh_flag,so,so_flag,tb10,tb10_flag,tb20,tb20_flag,tb50,tb50_flag,tl,tl_flag,tlmax,tlmax_flag,tlmin,tlmin_flag,ts,ts_flag,tsmax,tsmax_flag,tsmin,tsmin_flag,zeitx,zeitx_flag
2019-06-24T00:00+00:00,5904,0,12,0,12,351,12,325,12,4.9,5.1,12,12,9.4,12,995.1,12,,,63,12,0.0,12,0,12,,,0,12,22.6,12,23.0,12,22.5,12,20.7,12,20.7,12,20.5,12,18.6,12,18.6,12,18.3,12,50,12
2019-06-24T00:10+00:00,5904,0,12,0,12,351,12,354,12,4.3,4.5,12,12,9.2,12,995.2,12,,,63,12,0.0,12,0,12,,,0,12,22.6,12,23.0,12,22.5,12,20.7,12,20.7,12,20.7,12,18.6,12,18.6,12,18.6,12,8,12
2019-06-24T00:20+00:00,5904,0,12,0,12,350,12,358,12,4.6,4.7,12,12,8.5,12,995.4,12,,,63,12,0.0,12,0,12,,,0,12,22.5,12,23.0,12,22.5,12,20.6,12,20.6,12,20.6,12,18.6,12,18.6,12,18.5,12,11,12
2019-06-24T00:30+00:00,5904,0,12,0,11,1,12,345,12,4.4,4.6,12,12,8.6,12,995.5,12,,,62,12,0.0,12,0,12,,,0,12,22.5,12,23.0,12,22.5,12,20.6,12,20.6,12,20.6,12,18.7,12,18.7,12,18.6,12,21,12
2019-06-24T00:40+00:00,5904,0,11,0,11,358,12,12,12,4.4,4.5,12,12,7.9,12,995.6,12,,,62,12,0.0,12,0,12,,,0,12,22.5,12,23.0,12,22.5,12,20.6,12,20.6,12,20.6,12,18.7,12,18.7,12,18.7,12,33,12
2019-06-24T00:50+00:00,5904,0,12,0,11,360,12,12,12,5.0,5.1,12,12,9.0,12,995.5,12,,,61,12,0.0,12,0,12,,,0,12,22.5,12,23.0,12,22.5,12,20.6,12,20.6,12,20.6,12,18.7,12,18.8,12,18.7,12,47,12
2019-06-24T01:00+00:00,5904,0,12,0,11,3,12,1,12,4.9,5.0,12,12,8.8,12,995.4,12,,,61,12,0.0,12,0,12,,,0,12,22.4,12,22.9,12,22.5,12,20.5,12,20.6,12,20.5,12,18.6,12,18.7,12,18.6,12,51,12
2019-06-24T01:10+00:00,5904,0,12,0,11,2,12,349,12,3.7,3.9,12,12,7.1,12,995.4,12,,,61,12,0.0,12,0,12,,,0,12,22.4,12,22.9,12,22.5,12,20.5,12,20.5,12,20.5,12,18.5,12,18.6,12,18.4,12,5,12
2019-06-24T01:20+00:00,5904,0,12,0,11,348,12,353,12,3.4,3.5,12,12,6.4,12,995.4,12,,,62,12,0.0,12,0,12,,,0,12,22.4,12,22.9,12,22.5,12,20.4,12,20.5,12,20.4,12,18.4,12,18.6,12,18.4,12,12,12
2019-06-24T01:30+00:00,5904,0,12,0,11,352,12,340,12,3.3,3.4,12,12,6.5,12,995.5,12,,,62,12,0.0,12,0,12,,,0,12,22.4,12,22.9,12,22.5,12,20.2,12,20.3,12,20.1,12,18.3,12,18.4,12,18.3,12,27,12
2019-06-24T01:40+00:00,5904,0,12,0,11,2,12,7,12,4.2,4.3,12,12,8.3,12,995.4,12,,,61,12,0.0,12,0,12,,,0,12,22.3,12,22.9,12,22.5,12,20.3,12,20.3,12,20.2,12,18.4,12,18.4,12,18.3,12,38,12
2019-06-24T01:50+00:00,5904,0,12,0,11,359,12,334,12,3.2,3.4,12,12,7.7,12,995.4,12,,,61,12,0.0,12,0,12,,,0,12,22.3,12,22.9,12,22.5,12,20.2,12,20.3,12,20.2,12,18.5,12,18.6,12,18.4,12,40,12
2019-06-24T02:00+00:00,5904,1,12,0,12,352,12,358,12,3.4,3.5,12,12,6.3,12,995.4,12,,,61,12,0.0,12,0,12,,,0,12,22.3,12,22.9,12,22.5,12,20.2,12,20.2,12,20.2,12,18.4,12,18.4,12,18.4,12,56,12
2019-06-24T02:10+00:00,5904,0,12,0,12,337,12,331,12,2.6,2.8,12,12,5.5,12,995.4,12,,,63,12,0.0,12,0,12,,,0,12,22.3,12,22.8,12,22.5,12,19.8,12,20.1,12,19.8,12,17.9,12,18.3,12,17.9,12,0,12
2019-06-24T02:20+00:00,5904,0,12,0,11,328,12,355,12,1.4,1.6,12,12,4.2,12,995.2,12,,,65,12,0.0,12,0,12,,,0,12,22.3,12,22.8,12,22.5,12,19.3,12,19.8,12,19.3,12,17.1,12,17.8,12,17.1,12,18,12
2019-06-24T02:30+00:00,5904,0,12,0,12,344,12,338,12,3.2,3.4,12,12,6.7,12,995.2,12,,,63,12,0.0,12,0,12,,,0,12,22.2,12,22.8,12,22.5,12,19.3,12,19.3,12,19.2,12,16.6,12,17.0,12,16.6,12,27,12
2019-06-24T02:40+00:00,5904,1,12,1,11,351,12,328,12,2.3,2.5,12,12,6.1,12,995.4,12,,,63,12,0.0,12,0,12,,,0,12,22.2,12,22.8,12,22.5,12,19.1,12,19.3,12,19.0,12,16.4,12,16.6,12,16.3,12,30,12
2019-06-24T02:50+00:00,5904,3,12,2,12,346,12,329,12,2.3,2.5,12,12,5.8,12,995.4,12,,,63,12,0.0,12,0,12,,,0,12,22.2,12,22.8,12,22.5,12,19.1,12,19.2,12,19.1,12,16.4,12,16.5,12,16.3,12,45,12
2019-06-24T03:00+00:00,5904,4,12,4,12,336,12,326,12,2.7,2.8,12,12,6.0,12,995.5,12,,,64,12,0.0,12,0,12,,,0,12,22.2,12,22.8,12,22.5,12,18.9,12,19.1,12,18.8,12,16.3,12,16.3,12,16.2,12,59,12
2019-06-24T03:10+00:00,5904,8,12,7,11,303,12,326,12,1.0,1.3,12,12,3.5,12,995.6,12,,,66,12,0.0,12,0,12,,,0,12,22.2,12,22.8,12,22.5,12,18.7,12,19.1,12,18.7,12,16.0,12,16.4,12,16.0,12,0,12
2019-06-24T03:20+00:00,5904,13,12,13,12,270,12,294,12,0.6,1.0,12,12,2.2,12,995.8,12,,,68,12,0.0,12,0,12,,,0,12,22.1,12,22.8,12,22.5,12,18.3,12,18.6,12,18.3,12,15.9,12,15.9,12,15.9,12,10,12
2019-06-24T03:30+00:00,5904,17,12,16,12,297,12,297,12,1.7,1.9,12,12,3.7,12,995.9,12,,,66,12,0.0,12,0,12,,,0,12,22.1,12,22.8,12,22.5,12,18.5,12,18.5,12,18.3,12,16.0,12,16.0,12,15.9,12,29,12
2019-06-24T03:40+00:00,5904,21,12,21,11,296,12,303,12,2.6,2.8,12,12,4.7,12,996.0,12,,,65,12,0.0,12,0,12,,,0,12,22.1,12,22.8,12,22.5,12,18.6,12,18.6,12,18.4,12,16.5,12,16.5,12,16.1,12,34,12
2019-06-24T03:50+00:00,5904,27,12,27,11,277,12,269,12,2.4,2.4,12,12,3.7,12,996.0,12,,,68,12,0.0,12,0,12,,,0,12,22.0,12,22.7,12,22.5,12,18.3,12,18.6,12,18.3,12,16.8,12,16.8,12,16.6,12,42,12
2019-06-24T04:00+00:00,5904,36,12,36,11,287,12,284,12,2.3,2.4,12,12,4.1,12,995.9,12,,,70,12,0.0,12,0,12,,,0,12,22.0,12,22.7,12,22.5,12,18.2,12,18.3,12,18.2,12,16.8,12,16.8,12,16.7,12,58,12
2019-06-24T04:10+00:00,5904,44,12,44,11,298,12,328,12,2.7,2.9,12,12,4.4,12,996.0,12,,,70,12,0.0,12,0,12,,,0,12,22.0,12,22.7,12,22.5,12,18.0,12,18.2,12,18.0,12,16.7,12,16.8,12,16.7,12,9,12
2019-06-24T04:20+00:00,5904,52,12,52,11,321,12,309,12,2.3,2.4,12,12,3.8,12,996.0,12,,,68,12,0.0,12,0,12,,,0,12,22.0,12,22.7,12,22.5,12,18.2,12,18.2,12,18.0,12,16.8,12,16.8,12,16.7,12,11,12
2019-06-24T04:30+00:00,5904,60,12,58,11,308,12,329,12,1.8,1.9,12,12,3.4,12,996.0,12,,,67,12,0.0,12,0,12,,,0,12,21.9,12,22.7,12,22.4,12,18.3,12,18.3,12,18.1,12,17.1,12,17.1,12,16.8,12,28,12
2019-06-24T04:40+00:00,5904,96,12,70,12,293,12,294,12,2.7,2.9,12,12,6.0,12,996.0,12,,,68,12,0.0,12,0,12,,,461,12,21.9,12,22.7,12,22.4,12,18.4,12,18.4,12,18.3,12,17.5,12,17.5,12,17.2,12,32,12
2019-06-24T04:50+00:00,5904,129,12,82,12,280,12,294,12,1.2,1.4,12,12,3.0,12,996.1,12,,,67,12,0.0,12,0,12,,,600,12,21.9,12,22.7,12,22.4,12,18.6,12,18.6,12,18.4,12,17.9,12,17.9,12,17.5,12,46,12
2019-06-24T05:00+00:00,5904,140,12,88,12,315,12,309,12,1.3,1.5,12,12,3.0,12,996.2,12,,,65,12,0.0,12,0,12,,,600,12,21.9,12,22.7,12,22.4,12,18.8,12,18.8,12,18.6,12,18.2,12,18.2,12,18.0,12,56,12
2019-06-24T05:10+00:00,5904,168,12,98,12,263,12,286,12,1.0,1.3,12,12,3.2,12,996.3,12,,,64,12,0.0,12,0,12,,,600,12,21.9,12,22.6,12,22.4,12,18.9,12,19.0,12,18.8,12,18.6,12,18.6,12,18.3,12,8,12
2019-06-24T05:20+00:00,5904,250,12,115,12,273,12,274,12,2.0,2.1,12,12,3.6,12,996.5,12,,,65,12,0.0,12,0,12,,,600,12,21.8,12,22.6,12,22.4,12,19.4,12,19.4,12,19.0,12,19.3,12,19.3,12,18.7,12,16,12
2019-06-24T05:30+00:00,5904,269,12,125,12,294,12,314,12,1.5,1.8,12,12,4.3,12,996.5,12,,,63,12,0.0,12,0,12,,,600,12,21.8,12,22.6,12,22.4,12,19.8,12,19.8,12,19.4,12,21.2,12,21.2,12,19.4,12,30,12
2019-06-24T05:40+00:00,5904,247,12,133,12,293,12,313,12,2.0,2.1,12,12,3.9,12,996.6,12,,,63,12,0.0,12,0,12,,,600,12,21.8,12,22.6,12,22.4,12,19.8,12,19.9,12,19.8,12,22.8,12,22.8,12,21.2,12,31,12
2019-06-24T05:50+00:00,5904,245,12,148,12,305,12,299,12,2.0,2.2,12,12,4.4,12,996.6,12,,,62,12,0.0,12,0,12,,,600,12,21.8,12,22.6,12,22.4,12,19.9,12,19.9,12,19.7,12,24.2,12,24.2,12,23.0,12,48,12
2019-06-24T06:00+00:00,5904,242,12,161,12,298,12,320,12,2.3,2.4,12,12,4.6,12,996.6,12,,,63,12,0.0,12,0,12,,,600,12,21.8,12,22.6,12,22.4,12,19.8,12,19.9,12,19.8,12,24.5,12,24.6,12,24.4,12,56,12
2019-06-24T06:10+00:00,5904,354,12,178,12,286,12,287,12,2.3,2.4,12,12,4.2,12,996.5,12,,,63,12,0.0,12,0,12,,,600,12,21.8,12,22.6,12,22.4,12,20.0,12,20.1,12,19.8,12,26.6,12,26.6,12,24.6,12,6,12
2019-06-24T06:20+00:00,5904,399,12,195,12,285,12,279,12,2.3,2.4,12,12,4.3,12,996.7,12,,,62,12,0.0,12,0,12,,,600,12,21.8,12,22.6,12,22.4,12,20.4,12,20.4,12,20.0,12,28.2,12,28.2,12,26.6,12,12,12
2019-06-24T06:30+00:00,5904,550,12,204,12,284,12,272,12,2.3,2.5,12,12,4.8,12,996.7,12,,,61,12,0.0,12,0,12,,,600,12,21.8,12,22.5,12,22.4,12,21.0,12,21.0,12,20.4,12,31.3,12,31.3,12,28.3,12,29,12
2019-06-24T06:40+00:00,5904,588,12,196,12,281,12,276,12,2.4,2.5,12,12,4.1,12,996.7,12,,,60,12,0.0,12,0,12,,,600,12,21.8,12,22.5,12,22.4,12,21.3,12,21.3,12,21.1,12,33.6,12,33.6,12,31.7,12,30,12
2019-06-24T06:50+00:00,5904,592,12,173,12,298,12,304,12,1.8,2.0,12,12,4.9,12,996.7,12,,,59,12,0.0,12,0,12,,,600,12,21.8,12,22.5,12,22.4,12,22.0,12,22.0,12,21.5,12,34.7,12,34.7,12,33.8,12,49,12
2019-06-24T07:00+00:00,5904,593,12,154,12,298,12,296,12,3.3,3.4,12,12,5.8,12,996.8,12,,,56,12,0.0,12,0,12,,,600,12,21.8,12,22.5,12,22.4,12,21.7,12,22.0,12,21.7,12,34.3,12,35.1,12,34.3,12,55,12
2019-06-24T07:10+00:00,5904,508,12,147,12,289,12,285,12,3.2,3.3,12,12,5.5,12,996.8,12,,,58,12,0.0,12,0,12,,,600,12,21.9,12,22.5,12,22.4,12,21.7,12,21.9,12,21.6,12,33.1,12,34.2,12,33.1,12,1,12
2019-06-24T07:20+00:00,5904,339,12,194,12,293,12,289,12,3.3,3.4,12,12,5.9,12,996.9,12,,,58,12,0.0,12,0,12,,,600,12,21.9,12,22.5,12,22.4,12,21.3,12,21.8,12,21.3,12,30.0,12,32.8,12,30.0,12,17,12
2019-06-24T07:30+00:00,5904,385,12,237,12,298,12,302,12,3.4,3.6,12,12,6.6,12,996.9,12,,,60,12,0.0,12,0,12,,,600,12,21.9,12,22.5,12,22.4,12,21.4,12,21.4,12,21.3,12,29.6,12,29.6,12,29.0,12,27,12
2019-06-24T07:40+00:00,5904,604,12,233,12,302,12,276,12,2.9,3.0,12,12,5.4,12,996.9,12,,,59,12,0.0,12,0,12,,,600,12,21.9,12,22.4,12,22.4,12,22.2,12,22.2,12,21.5,12,32.2,12,32.2,12,29.7,12,32,12
2019-06-24T07:50+00:00,5904,694,12,221,12,300,12,263,12,2.2,2.4,12,12,5.0,12,997.0,12,,,57,12,0.0,12,0,12,,,600,12,22.0,12,22.4,12,22.4,12,22.5,12,22.5,12,22.1,12,34.1,12,34.1,12,32.5,12,44,12
2019-06-24T08:00+00:00,5904,762,12,209,12,286,12,290,12,4.2,4.3,12,12,6.3,12,997.0,12,,,57,12,0.0,12,0,12,,,600,12,22.0,12,22.4,12,22.4,12,22.5,12,22.7,12,22.5,12,35.3,12,35.3,12,34.4,12,51,12
2019-06-24T08:10+00:00,5904,619,12,264,12,307,12,309,12,3.2,3.5,12,12,6.3,12,997.0,12,,,58,12,0.0,12,0,12,,,600,12,22.1,12,22.4,12,22.4,12,22.5,12,22.6,12,22.3,12,33.8,12,36.0,12,33.8,12,4,12
2019-06-24T08:20+00:00,5904,792,12,183,12,314,12,290,12,2.5,2.8,12,12,5.5,12,997.0,12,,,56,12,0.0,12,0,12,,,600,12,22.1,12,22.4,12,22.4,12,22.9,12,22.9,12,22.6,12,35.2,12,35.2,12,34.1,12,12,12
2019-06-24T08:30+00:00,5904,769,12,149,12,316,12,348,12,3.0,3.2,12,12,6.9,12,997.1,12,,,56,12,0.0,12,0,12,,,600,12,22.2,12,22.4,12,22.4,12,23.1,12,23.3,12,23.0,12,36.2,12,36.2,12,35.4,12,25,12
2019-06-24T08:40+00:00,5904,767,12,149,12,309,12,294,12,3.6,3.8,12,12,6.6,12,997.1,12,,,56,12,0.0,12,0,12,,,600,12,22.2,12,22.4,12,22.4,12,23.4,12,23.7,12,23.3,12,36.1,12,36.4,12,36.0,12,34,12
2019-06-24T08:50+00:00,5904,754,12,155,12,316,12,313,12,2.6,3.0,12,12,7.0,12,997.1,12,,,55,12,0.0,12,0,12,,,600,12,22.3,12,22.4,12,22.3,12,23.4,12,23.8,12,23.4,12,35.7,12,36.4,12,35.7,12,49,12
2019-06-24T09:00+00:00,5904,757,12,155,12,319,12,318,12,2.8,3.0,12,12,5.5,12,997.1,12,,,55,12,0.0,12,0,12,,,600,12,22.4,12,22.4,12,22.3,12,23.5,12,23.7,12,23.4,12,36.2,12,36.2,12,35.9,12,58,12
2019-06-24T09:10+00:00,5904,810,12,149,12,318,12,292,12,3.5,3.9,12,12,7.3,12,997.1,12,,,54,12,0.0,12,0,12,,,600,12,22.4,12,22.4,12,22.3,12,23.8,12,23.9,12,23.6,12,36.5,12,36.5,12,36.2,12,7,12
2019-06-24T09:20+00:00,5904,819,12,140,12,324,12,305,12,3.2,3.5,12,12,8.1,12,997.0,12,,,56,12,0.0,12,0,12,,,600,12,22.5,12,22.4,12,22.3,12,24.3,12,24.3,12,23.8,12,36.7,12,37.0,12,36.4,12,19,12
2019-06-24T09:30+00:00,5904,806,12,131,12,313,12,297,12,4.1,4.3,12,12,7.8,12,997.0,12,,,55,12,0.0,12,0,12,,,600,12,22.6,12,22.4,12,22.3,12,24.3,12,24.4,12,24.0,12,36.6,12,36.7,12,36.3,12,20,12
2019-06-24T09:40+00:00,5904,840,12,123,12,327,12,309,12,2.7,3.2,12,12,5.9,12,996.9,12,,,54,12,0.0,12,0,12,,,600,12,22.7,12,22.4,12,22.3,12,24.5,12,24.6,12,24.4,12,37.8,12,37.8,12,36.9,12,30,12
2019-06-24T09:50+00:00,5904,862,12,120,12,311,12,300,12,3.4,3.6,12,12,7.6,12,996.9,12,,,54,12,0.0,12,0,12,,,600,12,22.8,12,22.4,12,22.3,12,25.0,12,25.0,12,24.5,12,38.1,12,38.1,12,37.8,12,45,12
2019-06-24T10:00+00:00,5904,870,12,120,12,317,12,330,12,2.9,3.3,12,12,7.0,12,996.9,12,,,52,12,0.0,12,0,12,,,599,12,22.9,12,22.4,12,22.3,12,25.2,12,25.3,12,25.0,12,38.1,12,38.3,12,37.8,12,58,12
2019-06-24T10:10+00:00,5904,878,12,119,12,360,12,354,12,3.0,3.3,12,12,7.1,12,996.8,12,,,52,12,0.0,12,0,12,,,600,12,23.0,12,22.4,12,22.3,12,25.3,12,25.3,12,25.0,12,38.5,12,38.6,12,38.0,12,1,12
2019-06-24T10:20+00:00,5904,883,12,120,12,1,12,358,12,2.6,3.0,12,12,6.1,12,996.8,12,,,55,12,0.0,12,0,12,,,600,12,23.1,12,22.4,12,22.3,12,26.0,12,26.0,12,25.2,12,39.0,12,39.0,12,38.2,12,19,12
2019-06-24T10:30+00:00,5904,893,12,118,12,334,12,302,12,3.8,4.0,12,12,10.0,12,996.8,12,,,53,12,0.0,12,0,12,,,600,12,23.2,12,22.4,12,22.3,12,26.1,12,26.1,12,25.7,12,39.0,12,39.2,12,38.7,12,27,12
2019-06-24T10:40+00:00,5904,889,12,121,12,342,12,333,12,3.5,3.7,12,12,7.9,12,996.7,12,,,52,12,0.0,12,0,12,,,600,12,23.3,12,22.4,12,22.3,12,25.7,12,26.2,12,25.7,12,38.9,12,39.4,12,38.8,12,34,12
2019-06-24T10:50+00:00,5904,893,12,122,12,358,12,6,12,3.1,3.3,12,12,5.8,12,996.8,12,,,52,12,0.0,12,0,12,,,600,12,23.4,12,22.5,12,22.3,12,26.3,12,26.3,12,25.8,12,39.8,12,39.8,12,38.9,12,46,12
2019-06-24T11:00+00:00,5904,892,12,126,12,340,12,342,12,3.3,3.4,12,12,7.4,12,996.8,12,,,51,12,0.0,12,0,12,,,600,12,23.5,12,22.5,12,22.3,12,26.1,12,26.3,12,26.0,12,38.7,12,39.7,12,38.6,12,53,12
2019-06-24T11:10+00:00,5904,885,12,135,12,338,12,344,12,3.4,3.8,12,12,7.5,12,996.6,12,,,52,12,0.0,12,0,12,,,600,12,23.6,12,22.5,12,22.3,12,26.3,12,26.4,12,26.1,12,39.8,12,40.1,12,39.0,12,7,12
2019-06-24T11:20+00:00,5904,886,12,135,12,4,12,29,12,3.2,3.5,12,12,6.7,12,996.5,12,,,51,12,0.0,12,0,12,,,599,12,23.7,12,22.5,12,22.3,12,26.6,12,26.6,12,26.4,12,40.0,12,40.1,12,39.7,12,16,12
2019-06-24T11:30+00:00,5904,885,12,143,12,356,12,20,12,2.1,2.4,12,12,5.7,12,996.5,12,,,51,12,0.0,12,0,12,,,600,12,23.8,12,22.5,12,22.3,12,26.9,12,26.9,12,26.8,12,40.6,12,41.0,12,40.3,12,24,12
2019-06-24T11:40+00:00,5904,905,12,173,12,352,12,354,12,2.8,3.0,12,12,6.9,12,996.5,12,,,51,12,0.0,12,0,12,,,600,12,24.0,12,22.6,12,22.3,12,27.0,12,27.0,12,26.6,12,40.1,12,40.4,12,40.1,12,37,12
2019-06-24T11:50+00:00,5904,899,12,199,12,12,12,27,12,3.2,3.5,12,12,8.1,12,996.5,12,,,52,12,0.0,12,0,12,,,599,12,24.1,12,22.6,12,22.3,12,27.4,12,27.4,12,26.9,12,40.7,12,40.7,12,39.5,12,49,12
2019-06-24T12:00+00:00,5904,903,12,157,12,2,12,359,12,3.9,4.2,12,12,7.2,12,996.5,12,,,49,12,0.0,12,0,12,,,600,12,24.2,12,22.6,12,22.3,12,27.4,12,27.6,12,27.3,12,40.2,12,40.7,12,40.2,12,50,12
2019-06-24T12:10+00:00,5904,886,12,154,12,25,12,347,12,3.6,4.5,12,12,8.0,12,996.6,12,,,49,12,0.0,12,0,12,,,600,12,24.3,12,22.6,12,22.3,12,27.5,12,28.0,12,27.4,12,40.4,12,40.9,12,40.1,12,2,12
2019-06-24T12:20+00:00,5904,821,12,262,12,29,12,47,12,3.3,3.6,12,12,7.5,12,996.7,12,,,49,12,0.0,12,0,12,,,508,12,24.4,12,22.7,12,22.3,12,27.4,12,27.6,12,27.3,12,39.6,12,41.0,12,39.6,12,12,12
2019-06-24T12:30+00:00,5904,607,12,225,11,48,12,26,12,3.0,3.2,12,12,5.5,12,996.7,12,,,48,12,0.0,12,0,12,,,428,12,24.5,12,22.7,12,22.3,12,27.5,12,27.5,12,26.9,12,38.5,12,38.7,12,36.8,12,21,12
2019-06-24T12:40+00:00,5904,772,12,250,12,36,12,46,12,3.5,3.6,12,12,7.0,12,996.7,12,,,49,12,0.0,12,0,12,,,521,12,24.6,12,22.7,12,22.2,12,27.5,12,27.8,12,27.4,12,38.9,12,39.3,12,38.4,12,35,12
2019-06-24T12:50+00:00,5904,876,12,190,12,24,12,29,12,3.7,3.8,12,12,6.3,12,996.6,12,,,48,12,0.0,12,0,12,,,600,12,24.7,12,22.7,12,22.2,12,27.7,12,27.9,12,27.6,12,40.7,12,40.7,12,39.1,12,44,12
2019-06-24T13:00+00:00,5904,792,12,230,12,354,12,9,12,2.9,3.2,12,12,5.7,12,996.6,12,,,47,12,0.0,12,0,12,,,560,12,24.8,12,22.8,12,22.2,12,28.0,12,28.3,12,27.7,12,40.5,12,41.0,12,40.5,12,55,12
2019-06-24T13:10+00:00,5904,836,12,213,12,358,12,340,12,2.8,3.0,12,12,6.0,12,996.5,12,,,46,12,0.0,12,0,12,,,585,12,24.8,12,22.8,12,22.2,12,28.2,12,28.3,12,28.0,12,37.3,12,40.6,12,37.3,12,6,12
2019-06-24T13:20+00:00,5904,704,12,243,12,352,12,344,12,3.2,3.4,12,12,6.5,12,996.5,12,,,47,12,0.0,12,0,12,,,517,12,24.9,12,22.8,12,22.2,12,28.3,12,28.5,12,28.1,12,37.7,12,37.7,12,36.5,12,16,12
2019-06-24T13:30+00:00,5904,746,12,201,12,339,12,356,12,3.0,3.3,12,12,5.7,12,996.3,12,,,46,12,0.0,12,0,12,,,556,12,25.0,12,22.9,12,22.2,12,28.2,12,28.3,12,28.1,12,39.7,12,39.7,12,37.5,12,22,12
2019-06-24T13:40+00:00,5904,813,12,226,12,3,12,37,12,2.5,3.0,12,12,5.6,12,996.3,12,,,48,12,0.0,12,0,12,,,600,12,25.1,12,22.9,12,22.2,12,28.4,12,28.8,12,28.4,12,40.4,12,40.6,12,40.0,12,37,12
2019-06-24T13:50+00:00,5904,727,12,211,12,4,12,342,12,3.1,3.4,12,12,5.7,12,996.3,12,,,48,12,0.0,12,0,12,,,562,12,25.1,12,23.0,12,22.2,12,28.9,12,28.9,12,28.4,12,39.9,12,40.4,12,39.7,12,42,12
2019-06-24T14:00+00:00,5904,770,12,236,12,13,12,22,12,2.4,2.6,12,12,6.3,12,996.3,12,,,45,12,0.0,12,0,12,,,600,12,25.2,12,23.0,12,22.2,12,28.4,12,28.8,12,28.3,12,36.5,12,39.8,12,36.5,12,59,12
2019-06-24T14:10+00:00,5904,754,12,225,12,356,12,357,12,3.8,3.9,12,12,6.8,12,996.2,12,,,43,12,0.0,12,0,12,,,600,12,25.3,12,23.0,12,22.2,12,29.5,12,29.5,12,28.4,12,39.4,12,39.5,12,36.5,12,3,12
2019-06-24T14:20+00:00,5904,726,12,209,12,358,12,351,12,2.7,2.9,12,12,5.6,12,996.2,12,,,44,12,0.0,12,0,12,,,600,12,25.3,12,23.1,12,22.2,12,29.0,12,29.5,12,29.0,12,40.0,12,40.1,12,39.4,12,10,12
2019-06-24T14:30+00:00,5904,663,12,222,11,4,12,331,12,2.5,2.8,12,12,5.1,12,996.3,12,,,46,12,0.0,12,0,12,,,520,12,25.4,12,23.1,12,22.2,12,28.9,12,29.1,12,28.9,12,40.1,12,40.8,12,40.1,12,22,12
2019-06-24T14:40+00:00,5904,155,12,153,11,11,12,38,12,2.8,2.9,12,12,5.6,12,996.3,12,,,47,12,0.0,12,0,12,,,0,12,25.5,12,23.1,12,22.2,12,27.8,12,28.8,12,27.8,12,33.8,12,39.2,12,33.8,12,30,12
2019-06-24T14:50+00:00,5904,507,12,149,12,353,12,349,12,1.9,2.0,12,12,4.3,12,996.2,12,,,50,12,0.0,12,0,12,,,505,12,25.6,12,23.2,12,22.2,12,28.7,12,28.7,12,27.7,12,35.9,12,35.9,12,33.2,12,49,12
2019-06-24T15:00+00:00,5904,559,12,125,12,4,12,340,12,2.6,3.0,12,12,4.9,12,996.2,12,,,46,12,0.0,12,0,12,,,600,12,25.6,12,23.2,12,22.2,12,28.8,12,28.8,12,28.6,12,37.3,12,37.4,12,36.0,12,53,12
2019-06-24T15:10+00:00,5904,531,12,111,12,4,12,341,12,3.1,3.3,12,12,5.4,12,996.3,12,,,47,12,0.0,12,0,12,,,600,12,25.6,12,23.2,12,22.2,12,28.6,12,28.9,12,28.6,12,37.3,12,37.7,12,37.2,12,4,12
2019-06-24T15:20+00:00,5904,512,12,103,12,359,12,13,12,2.4,2.6,12,12,6.1,12,996.2,12,,,46,12,0.0,12,0,12,,,600,12,25.7,12,23.3,12,22.2,12,28.4,12,28.7,12,28.3,12,37.0,12,37.4,12,36.7,12,14,12
2019-06-24T15:30+00:00,5904,487,12,103,12,338,12,330,12,3.2,3.3,12,12,4.9,12,996.3,12,,,44,12,0.0,12,0,12,,,600,12,25.7,12,23.3,12,22.2,12,28.9,12,28.9,12,28.5,12,34.2,12,37.2,12,34.2,12,27,12
2019-06-24T15:40+00:00,5904,462,12,106,12,343,12,334,12,3.1,3.2,12,12,5.4,12,996.2,12,,,46,12,0.0,12,0,12,,,600,12,25.8,12,23.3,12,22.2,12,28.8,12,28.9,12,28.7,12,30.7,12,33.7,12,30.7,12,37,12
2019-06-24T15:50+00:00,5904,436,12,106,12,338,12,338,12,2.7,2.9,12,12,4.9,12,996.2,12,,,46,12,0.0,12,0,12,,,600,12,25.8,12,23.4,12,22.2,12,28.8,12,29.0,12,28.7,12,29.4,12,30.6,12,29.4,12,43,12
2019-06-24T16:00+00:00,5904,410,12,110,12,350,12,321,12,2.4,2.6,12,12,4.8,12,996.2,12,,,48,12,0.0,12,0,12,,,600,12,25.8,12,23.4,12,22.2,12,28.7,12,29.1,12,28.7,12,28.1,12,29.3,12,28.1,12,50,12
2019-06-24T16:10+00:00,5904,368,12,97,12,10,12,360,12,2.7,3.0,12,12,5.6,12,996.2,12,,,47,12,0.0,12,0,12,,,600,12,25.8,12,23.4,12,22.3,12,28.4,12,28.8,12,28.4,12,27.4,12,28.1,12,27.4,12,6,12
2019-06-24T16:20+00:00,5904,338,12,88,12,9,12,350,12,3.2,3.4,12,12,6.3,12,996.2,12,,,49,12,0.0,12,0,12,,,600,12,25.8,12,23.5,12,22.3,12,28.0,12,28.4,12,28.0,12,27.6,12,27.6,12,27.3,12,16,12
